"seqnames"	"start"	"end"	"width"	"strand"	"Conc"	"Conc_KD"	"Conc_WT"	"Fold"	"p.value"	"FDR"
"chr5"	76425212	76425612	401	"*"	6.31587225263723	5.20956195531845	6.93459915660109	-1.55196426234752	5.76420135449826e-10	6.54542072158123e-09
"chrX"	117670636	117671036	401	"*"	6.67279234955133	5.75479917720646	7.22934958261548	-1.36350982964178	5.7795252416748e-10	6.56016980260081e-09
"chr3"	195752889	195753289	401	"*"	5.9688238455251	4.6965318723525	6.63421521898999	-1.7001856596695	5.78325041328442e-10	6.56174692489496e-09
"chr1"	171685020	171685420	401	"*"	6.76906848635762	5.86430047258115	7.32083688652497	-1.35479991510826	5.80093466519761e-10	6.57915452359291e-09
"chr2"	18625	19025	401	"*"	6.38149251686772	5.28988062896313	6.99574362664039	-1.54456917339283	5.84758951475481e-10	6.62728947329937e-09
"chr3"	67914300	67914700	401	"*"	6.02349533992042	4.76664275324104	6.68482914598288	-1.68769044333684	5.84809404631372e-10	6.62728947329937e-09
"chr11"	11870772	11871172	401	"*"	7.36356092635644	6.67884279714393	7.82600346391185	-1.09931085148362	5.86684763547385e-10	6.64586091223254e-09
"chr19"	49831150	49831550	401	"*"	7.39829891214353	6.74895334372401	7.84448159111209	-1.04873631880159	5.8975114909863e-10	6.67790368062387e-09
"chr3"	4697629	4698029	401	"*"	7.87080964535758	7.33207471704103	8.26216575725582	-0.901845602325084	5.92101949922779e-10	6.7018211439084e-09
"chr1"	209722923	209723323	401	"*"	6.43238462786817	5.41001385959242	7.02472762393232	-1.472210491393	5.92831267567987e-10	6.70737366080848e-09
"chr16"	57754176	57754576	401	"*"	6.01526995334063	4.76619772875557	6.67453813847461	-1.68303786790368	5.96732198364867e-10	6.74879132393889e-09
"chr22"	51170532	51170932	401	"*"	7.32011601346332	6.64872950054342	7.77649854590484	-1.07877499110618	5.99924804504297e-10	6.78216802130351e-09
"chr12"	122675422	122675822	401	"*"	8.27356236411419	7.81034567712406	8.62364411346498	-0.794847303851146	6.03046209982965e-10	6.81471326510516e-09
"chr7"	23125623	23126023	401	"*"	6.81048905134507	5.92613209307948	7.35474797082587	-1.3234448359863	6.0439667786592e-10	6.82722793377052e-09
"chr10"	104512899	104513299	401	"*"	6.31704447685327	5.22592267440729	6.9311453235517	-1.5379818012344	6.0879962640945e-10	6.87419931861764e-09
"chr6"	99782388	99782788	401	"*"	6.45085373564803	5.43851179315308	7.03990686538154	-1.46152772543263	6.09381174330844e-10	6.8780013380781e-09
"chr1"	154642120	154642520	401	"*"	7.5492915945458	6.93120429391945	7.98061058264363	-1.00640557450228	6.2014668917621e-10	6.99669917230011e-09
"chr4"	83660458	83660858	401	"*"	9.50995437165229	9.24770657560831	9.73178466615255	-0.479420952680367	6.22142404212211e-10	7.01639765617569e-09
"chrX"	95437383	95437783	401	"*"	6.96329934896413	6.14155485726397	7.48358840230114	-1.25887267706262	6.23129412478494e-10	7.02470890239098e-09
"chr17"	47647339	47647739	401	"*"	8.43153591545027	7.99505944427915	8.76617611754371	-0.753526303920319	6.24667708061412e-10	7.03922580127126e-09
"chr17"	79174608	79175008	401	"*"	6.97853952956039	6.18400143874466	7.48795391708517	-1.22759974212322	6.27789392558408e-10	7.0715667221906e-09
"chr13"	103452477	103452877	401	"*"	6.58273590978829	5.62431301297404	7.15356877478327	-1.40679462979155	6.29454043417887e-10	7.08747592855259e-09
"chr1"	46710545	46710945	401	"*"	6.14147923172139	4.97563605737607	6.77774079167759	-1.60696073356283	6.36664329876016e-10	7.16578967115662e-09
"chr18"	30536515	30536915	401	"*"	6.72632952982548	5.83228193681895	7.27417187787846	-1.33913143307119	6.37080969716446e-10	7.16760740177979e-09
"chr19"	19477623	19478023	401	"*"	8.2359575423812	7.76591951872576	8.58990682180653	-0.803945305776369	6.39376577598793e-10	7.19055492173054e-09
"chr9"	111297815	111298215	401	"*"	6.52364266208767	5.49353650570808	7.11850253621826	-1.47391132425033	6.43869610421139e-10	7.23818686096881e-09
"chr9"	94741042	94741442	401	"*"	6.39411610596247	5.33620442657941	6.99787718239207	-1.50974939405667	6.47061295930208e-10	7.27115719462693e-09
"chr6"	44067779	44068179	401	"*"	6.52301333601955	5.53391136223195	7.10432479024435	-1.43770883236111	6.47344493142537e-10	7.27143096595493e-09
"chr16"	2771183	2771583	401	"*"	7.58487714637654	6.96587991405275	8.01663557785568	-1.00471059366612	6.48796626465253e-10	7.28482958724555e-09
"chr17"	42428125	42428525	401	"*"	7.59993604578179	6.98051347763474	8.03189974848615	-1.00476090608176	6.49061074167621e-10	7.28488723795085e-09
"chr3"	122279465	122279865	401	"*"	6.44458324510382	5.41015628631838	7.0408412257277	-1.47950809271106	6.53102733460322e-10	7.32492362180236e-09
"chr13"	50226806	50227206	401	"*"	6.53664907994404	5.54725191419131	7.11805991522236	-1.43449061524094	6.5327895573302e-10	7.32492362180236e-09
"chr15"	91593051	91593451	401	"*"	7.15545241071068	6.43147499331384	7.63527688122518	-1.14221607282863	6.53410408152804e-10	7.32492362180236e-09
"chr7"	141349697	141350097	401	"*"	6.92565708910311	6.09733506317547	7.44853251912364	-1.26344055008759	6.56484878389485e-10	7.35645380478493e-09
"chr1"	182755810	182756210	401	"*"	7.71501758952013	7.12801940110814	8.13107185649963	-0.971511871165045	6.57208091303066e-10	7.36152451402065e-09
"chr3"	173271441	173271841	401	"*"	7.11768944914322	6.36585243972158	7.60944311025273	-1.17953303767383	6.57461467471534e-10	7.36152451402065e-09
"chr2"	170078304	170078704	401	"*"	6.15739373149425	4.95537431823804	6.80386385639808	-1.6344560989537	6.61423216605409e-10	7.40293323669154e-09
"chr17"	72653531	72653931	401	"*"	6.7455806740412	5.85339218006703	7.29273811235848	-1.33318396382552	6.69660601386392e-10	7.49214467333648e-09
"chr17"	61934404	61934804	401	"*"	6.74875170619912	5.83217564163935	7.30479865861589	-1.35640700762625	6.84464013481531e-10	7.6547163737009e-09
"chr5"	145945287	145945687	401	"*"	6.30580639951538	5.22567992527109	6.91651840660275	-1.52654019677919	6.89065038941178e-10	7.70310550695365e-09
"chr12"	120804948	120805348	401	"*"	6.9531008925321	6.14994000023335	7.46599303362688	-1.23647333987016	6.95272533877768e-10	7.76940783382185e-09
"chr11"	61312860	61313260	401	"*"	6.49882347588193	5.50732045486582	7.08094249281497	-1.44081961999432	6.97203744428128e-10	7.78789057344707e-09
"chr1"	120369660	120370060	401	"*"	7.17392038640835	6.4525869783648	7.65259550370171	-1.13603719762745	6.98391770194425e-10	7.79806041338314e-09
"chr11"	62651731	62652131	401	"*"	6.48173513576348	5.48050153124948	7.06710860369669	-1.44758500019449	7.05164987914086e-10	7.8705601928766e-09
"chr1"	94979647	94980047	401	"*"	7.33044374665349	6.66690855947782	7.78321903280748	-1.06614440092536	7.07532741585804e-10	7.89385119514297e-09
"chr6"	159127429	159127829	401	"*"	6.76084239624224	5.88505314252439	7.30190551726228	-1.31868768938171	7.12137844430405e-10	7.94207561079134e-09
"chr10"	24906667	24907067	401	"*"	8.10116570107787	7.59911702506592	8.47288805638842	-0.84608752983905	7.13115480593315e-10	7.94982269694762e-09
"chr19"	33793303	33793703	401	"*"	6.40279890216712	5.35149401070975	7.00446544638148	-1.50111365935086	7.13965823729492e-10	7.95614513527673e-09
"chr19"	41859853	41860253	401	"*"	7.29512289311508	6.61129778670683	7.75716203808251	-1.09093978985066	7.23219180202819e-10	8.05606519803243e-09
"chr10"	73485693	73486093	401	"*"	6.3903224646204	5.35082637100236	6.98821364821299	-1.48651412835355	7.25122041958713e-10	8.07166617086671e-09
"chr19"	6738445	6738845	401	"*"	6.54011921987254	5.54751090906616	7.12260938427743	-1.43609343233304	7.25194369247413e-10	8.07166617086671e-09
"chr7"	128038586	128038986	401	"*"	7.99765367584848	7.48727002177408	8.37390435499519	-0.862115601349812	7.28719487049705e-10	8.10768972264846e-09
"chr18"	19024416	19024816	401	"*"	6.92078640413284	6.10598041660254	7.43832926136376	-1.24746846140587	7.30180569172853e-10	8.12072950505659e-09
"chr1"	100151258	100151658	401	"*"	7.34987169701875	6.6848908274257	7.80331334802461	-1.06514908133478	7.33519485877884e-10	8.15463510754546e-09
"chr10"	114886342	114886742	401	"*"	7.05676858609255	6.26547976201949	7.56486488658167	-1.21866142752835	7.35595303474209e-10	8.17447739735006e-09
"chr22"	19061267	19061667	401	"*"	6.03282453008499	4.81069637377467	6.68482914598288	-1.65566649986963	7.37058100550892e-10	8.1874943530155e-09
"chr12"	106542885	106543285	401	"*"	6.41145347413045	5.38050557052036	7.00658615206883	-1.47848797909405	7.41602909725922e-10	8.23472353475507e-09
"chr10"	77612847	77613247	401	"*"	7.04343598723836	6.26571590646929	7.54598264961412	-1.2027614174916	7.42462058255919e-10	8.24100616459247e-09
"chr1"	32211218	32211618	401	"*"	8.23293184758109	7.74298478639654	8.59800706184421	-0.832649366094486	7.54815910890812e-10	8.37481966218625e-09
"chr22"	24272190	24272590	401	"*"	7.06745790952099	6.28149437307366	7.57338492096551	-1.22032924778006	7.58398146861743e-10	8.41124324507972e-09
"chr1"	93545934	93546334	401	"*"	6.2974300052112	5.2088252762084	6.91075805042753	-1.53685118728026	7.58814075487955e-10	8.41253505236113e-09
"chr4"	6089421	6089821	401	"*"	6.90585201931446	6.06946145652001	7.43187777677342	-1.27490626998399	7.60789086144939e-10	8.43110366748314e-09
"chr11"	108093535	108093935	401	"*"	6.2485869623725	5.10580455841873	6.87816712793105	-1.57921865401611	7.64392005745161e-10	8.46769109518881e-09
"chr8"	10174274	10174674	401	"*"	5.9212012371064	4.62406744630915	6.5930074084621	-1.72078524569293	7.66602078331165e-10	8.48882624617951e-09
"chr11"	71688785	71689185	401	"*"	7.21631839676865	6.5141302271285	7.68658008996814	-1.11643448536806	7.67118168774547e-10	8.49119413529683e-09
"chr11"	17526120	17526520	401	"*"	7.71626944229852	7.13234391816179	8.1307881736429	-0.957884318094425	7.69518307871907e-10	8.51440638954134e-09
"chr11"	32334385	32334785	401	"*"	7.66211275562825	7.07912617240057	8.07616128040043	-0.961108323531549	7.71130737761613e-10	8.52888811651063e-09
"chr9"	81319048	81319448	401	"*"	6.22562657402236	5.10580455841873	6.84841584279367	-1.56119545905333	7.79425136843475e-10	8.61723351804161e-09
"chr17"	62934995	62935395	401	"*"	6.92081139557503	6.10606833765647	7.43832926136376	-1.24714751180047	7.84376637235827e-10	8.66856525171758e-09
"chr5"	160971248	160971648	401	"*"	7.41122855984974	6.77161400436042	7.85283482477531	-1.03658778926391	7.85615017838475e-10	8.67883708066704e-09
"chr1"	115584287	115584687	401	"*"	6.52689550732387	5.54738141744063	7.10496421407592	-1.42994056558421	7.87107566885107e-10	8.68897445121988e-09
"chr3"	55033226	55033626	401	"*"	6.73710511032527	5.76686521401602	7.31200957394718	-1.41366683705754	7.8715124687127e-10	8.68897445121988e-09
"chr6"	40813354	40813754	401	"*"	6.79170379891509	5.9161846144232	7.33266575828338	-1.31853329954926	7.88747737600181e-10	8.70317760895596e-09
"chrX"	105464174	105464574	401	"*"	7.51539300751209	6.89549664179618	7.94758526394492	-1.00749314041046	7.89817897083358e-10	8.71156426492453e-09
"chrX"	49605246	49605646	401	"*"	6.17730215050167	5.03301172623295	6.80732345920539	-1.5878839017548	7.91253786613713e-10	8.72397669832772e-09
"chr11"	765290	765690	401	"*"	6.47492964277921	5.48029805397574	7.05809822470788	-1.44065043088259	8.00777544483222e-10	8.82551728409853e-09
"chr18"	3062968	3063368	401	"*"	6.5126227569167	5.53436878234601	7.09026312695927	-1.42414605943514	8.04174533853893e-10	8.85948046257153e-09
"chr22"	37441983	37442383	401	"*"	6.77502060146067	5.87512690548387	7.32500886037038	-1.34121217685375	8.10004766471707e-10	8.91978101148809e-09
"chr9"	38620460	38620860	401	"*"	6.83071258176316	5.97573229152195	7.36390424004443	-1.29147664796509	8.10283029271264e-10	8.91978101148809e-09
"chr15"	67215715	67216115	401	"*"	7.53339858120607	6.87437864884989	7.98408633466661	-1.05356492120378	8.1181627995615e-10	8.93315893176972e-09
"chr2"	15728452	15728852	401	"*"	6.45523343391185	5.45269069365704	7.04104251978938	-1.45124531906025	8.17668833019715e-10	8.99403701097214e-09
"chr7"	1105384	1105784	401	"*"	7.13710659409415	6.4098001931361	7.61837388749742	-1.14522939307425	8.20907645543955e-10	9.02612856605336e-09
"chr5"	174008486	174008886	401	"*"	7.25216028176845	6.56066271490772	7.7176534150079	-1.10383837587495	8.29910642497973e-10	9.12154917045992e-09
"chr17"	63274415	63274815	401	"*"	6.9540904749824	6.15844626642916	7.46395261568392	-1.22616515915184	8.35265282931077e-10	9.17681172991113e-09
"chr17"	61045805	61046205	401	"*"	7.03966565328079	6.27392022293418	7.53725308866499	-1.18945458717888	8.40073625003753e-10	9.22511936084141e-09
"chr20"	17598150	17598550	401	"*"	6.137926516222	4.95566708398278	6.77886127715745	-1.61500997511733	8.40582451186962e-10	9.22511936084141e-09
"chr17"	38459227	38459627	401	"*"	6.6485679457288	5.7199381055934	7.20893362954288	-1.37497604109862	8.40647334344998e-10	9.22511936084141e-09
"chr12"	120739812	120740212	401	"*"	8.48825609319309	8.06092265969778	8.81751175844088	-0.741067306599716	8.42587934063798e-10	9.24280469802978e-09
"chr3"	170527284	170527684	401	"*"	6.02836079464331	4.81026473501998	6.67926353224607	-1.64999096190761	8.45208414401568e-10	9.26777787684748e-09
"chr12"	56583266	56583666	401	"*"	7.9629806752845	7.44561866222926	8.34299175174472	-0.873246671443748	8.45524319167056e-10	9.26777787684748e-09
"chr11"	3058489	3058889	401	"*"	7.15494542783023	6.41751014123073	7.64057350495604	-1.15622795930163	8.46396643935553e-10	9.27080442548143e-09
"chr10"	72319055	72319455	401	"*"	6.55002471592929	5.5859817646764	7.12279958754082	-1.41057970405011	8.46460447490829e-10	9.27080442548143e-09
"chr2"	50973636	50974036	401	"*"	6.34191567224045	5.28957099168983	6.9439126963437	-1.49851833823748	8.50501282376624e-10	9.31143122595733e-09
"chr10"	11557591	11557991	401	"*"	6.95984501124751	6.15827668907935	7.47209702968509	-1.23620107387227	8.54163681260092e-10	9.34788480624845e-09
"chr1"	238415594	238415994	401	"*"	7.32503998347917	6.61766591026456	7.7975965360713	-1.12755012332753	8.59317176386527e-10	9.40062205460541e-09
"chr16"	4409014	4409414	401	"*"	8.229438543063	7.75753133800093	8.58444261363768	-0.802608567201793	8.60664765798972e-10	9.41169920809285e-09
"chr12"	124468400	124468800	401	"*"	6.72647728138089	5.84282291229093	7.27047511083959	-1.32572706165379	8.61029588520042e-10	9.41202499233212e-09
"chr5"	10695132	10695532	401	"*"	6.19542222462622	5.06991227485324	6.81990686635599	-1.56884259579904	8.61423433684826e-10	9.41266764780546e-09
"chr12"	58150506	58150906	401	"*"	8.00081051773814	7.49390611864795	8.37517585439506	-0.856445587729476	8.63038238624699e-10	9.42664589334513e-09
"chr15"	92597162	92597562	401	"*"	6.38188593330766	5.32044798582189	6.98675977571629	-1.51178200208468	8.64253906884996e-10	9.43625534633509e-09
"chr17"	8279891	8280291	401	"*"	6.47616620589492	5.48050153124948	7.0596806982716	-1.44085933747178	8.66839716326949e-10	9.46081124738655e-09
"chr22"	19949766	19950166	401	"*"	7.67896194977472	7.096826373366	8.09258390694775	-0.95729919966046	8.69486948934289e-10	9.48442549835681e-09
"chr2"	105911344	105911744	401	"*"	6.67317869438175	5.74285756786961	7.23414643805581	-1.3759889507689	8.69678570596488e-10	9.48442549835681e-09
"chr6"	110778752	110779152	401	"*"	6.87453462968091	6.00451477322583	7.41343099404814	-1.31644276802308	8.71447349714164e-10	9.50002731684905e-09
"chr14"	24058182	24058582	401	"*"	7.62176203264569	7.03284986818663	8.0387703163099	-0.96686366165026	8.75428673115195e-10	9.53631828635346e-09
"chr1"	86174048	86174448	401	"*"	6.86247519243811	6.03291923814434	7.38583399337461	-1.26531658248237	8.75455268590238e-10	9.53631828635346e-09
"chr2"	165770133	165770533	401	"*"	6.05667596026581	4.85365402450385	6.703424345031	-1.63891213622258	8.75825429307542e-10	9.53665263005301e-09
"chr12"	27030891	27031291	401	"*"	6.16148420490021	5.01382653036055	6.79248839173882	-1.58599397740547	8.77556145491964e-10	9.55179573626724e-09
"chr8"	145982488	145982888	401	"*"	6.61297938307071	5.67327376791612	7.17727047520594	-1.38393464484056	8.79421694868675e-10	9.56839414172955e-09
"chr5"	170218356	170218756	401	"*"	6.65757715014868	5.74330984945196	7.21279128723537	-1.36018767086753	8.79961606353878e-10	9.57056190758788e-09
"chr1"	156289380	156289780	401	"*"	6.94354026282944	6.13230075170365	7.45966434731851	-1.24788705400821	8.81183813358026e-10	9.58014584700736e-09
"chr11"	1616659	1617059	401	"*"	8.13144340948226	7.64575286446252	8.49415997795612	-0.823527034607213	8.86064361669794e-10	9.62948012084701e-09
"chr10"	133756966	133757366	401	"*"	6.26581463734063	5.15789506714846	6.88502797800523	-1.55097858263499	8.87429286927e-10	9.63792495276382e-09
"chr16"	83146890	83147290	401	"*"	6.25298392351132	5.14065386294964	6.87352681289891	-1.55429010999229	8.87545522907675e-10	9.63792495276382e-09
"chr19"	51524247	51524647	401	"*"	6.80965866476275	5.95600856894648	7.34234180016708	-1.29409936066074	8.87870636021527e-10	9.63792495276382e-09
"chr10"	94312027	94312427	401	"*"	6.39548825899497	5.35141984377576	6.99484608855497	-1.48800404085248	9.05258504351082e-10	9.82287646301079e-09
"chr9"	111906209	111906609	401	"*"	6.49993936982309	5.50712072544362	7.08250011955485	-1.4398375976385	9.24861389701944e-10	1.0031710818879e-08
"chr10"	14438569	14438969	401	"*"	6.71613899983656	5.81026473501998	7.26831027044632	-1.35278387716333	9.27978642247348e-10	1.00616379763237e-08
"chr8"	102345080	102345480	401	"*"	6.80637770785206	5.91643530766333	7.35270605080589	-1.33100738972271	9.36762603751534e-10	1.01529598098734e-08
"chr6"	160524357	160524757	401	"*"	6.6781356187108	5.76603080917578	7.23256805684424	-1.3521769086984	9.39551136531705e-10	1.01792557186985e-08
"chr2"	190562971	190563371	401	"*"	6.79227697145986	5.92568383735936	7.32988073839182	-1.30389239407483	9.46833422011027e-10	1.02541986601988e-08
"chr1"	223858158	223858558	401	"*"	7.78042837415172	7.22960073654299	8.17809071769973	-0.918556154716819	9.47564717627293e-10	1.02581640124484e-08
"chr16"	70287711	70288111	401	"*"	7.15242783017295	6.42422741696844	7.63408178761117	-1.14237157278894	9.49171604020757e-10	1.02716016455143e-08
"chr7"	127144774	127145174	401	"*"	6.05160908815924	4.83233508147203	6.70283413687065	-1.65399431655513	9.52121645874825e-10	1.02995584896271e-08
"chrX"	50911494	50911894	401	"*"	6.69805335340416	5.77684434859817	7.25576603777251	-1.36765909004964	9.53826773925696e-10	1.03140321631619e-08
"chr22"	43017496	43017896	401	"*"	7.85337291925096	7.29314842777529	8.25588050457133	-0.929639728769851	9.69572659173117e-10	1.04802634529243e-08
"chr14"	22456108	22456508	401	"*"	7.08253018049494	6.32823466545634	7.57532086134805	-1.17369106584798	9.71719799290855e-10	1.04994324313377e-08
"chr16"	14583272	14583672	401	"*"	6.34099386065016	5.28957099168983	6.94269791786584	-1.49513166395628	9.75317106763163e-10	1.05326292414652e-08
"chr10"	114480828	114481228	401	"*"	6.75345261447222	5.85349692354469	7.30346356605278	-1.33699348839749	9.75541995738883e-10	1.05326292414652e-08
"chr6"	137397634	137398034	401	"*"	7.40397331320274	6.76611427137975	7.84474912798771	-1.03143249766063	9.83435038518531e-10	1.06137689347296e-08
"chr19"	771216	771616	401	"*"	7.58737111345773	6.99021912684552	8.00846495061512	-0.977672397785756	9.84608289956258e-10	1.06223504952923e-08
"chr10"	49759868	49760268	401	"*"	7.29450755596978	6.59283885910891	7.76453871616656	-1.10778157259465	9.9149210910479e-10	1.06925097201846e-08
"chr7"	30102208	30102608	401	"*"	6.76104249221513	5.89542033893965	7.29827922483599	-1.30539540342703	9.9274271340295e-10	1.07018883528891e-08
"chr5"	134073835	134074235	401	"*"	6.95740459961464	6.15814949298502	7.46872507014602	-1.22813881156714	9.95579950450005e-10	1.07283573256586e-08
"chr7"	43335834	43336234	401	"*"	6.19322394891292	5.05130604209021	6.82255095307068	-1.5852761896946	9.99020332684701e-10	1.07613029931408e-08
"chr9"	101469448	101469848	401	"*"	6.8735271756837	6.03287299187648	7.40120778731737	-1.28146881334252	9.99960029172098e-10	1.07672967035384e-08
"chr1"	86042599	86042999	401	"*"	7.54557626797927	6.92129184723091	7.97987998843444	-1.0171748631802	1.00748182335386e-09	1.08441328978851e-08
"chr1"	43880292	43880692	401	"*"	7.03838686695745	6.26603070562115	7.53871929088395	-1.19480990697468	1.00965639339284e-09	1.08633768899215e-08
"chr4"	83819404	83819804	401	"*"	6.22834286494922	5.12363845579966	6.84658365029331	-1.5454930955348	1.01151647206012e-09	1.08792236790142e-08
"chr17"	25757916	25758316	401	"*"	6.48467009943939	5.48084059627788	7.07090684563647	-1.45029582359136	1.01313511416262e-09	1.08924625955493e-08
"chr2"	850091	850491	401	"*"	7.26689749022627	6.57969353759711	7.73046100727817	-1.09890534399504	1.01687046249875e-09	1.09284399016746e-08
"chr10"	103051357	103051757	401	"*"	7.46450385475252	6.84277015258494	7.89758136679917	-1.01148846834973	1.01871962002752e-09	1.0944126304181e-08
"chr9"	98833782	98834182	401	"*"	6.74605021941862	5.84308668188326	7.2971605668639	-1.34027180141038	1.02308663573727e-09	1.098511853181e-08
"chr14"	103857253	103857653	401	"*"	7.55201951234152	6.95104745181461	7.97499565899013	-0.983476614237253	1.02331738147392e-09	1.098511853181e-08
"chr17"	1572594	1572994	401	"*"	6.90029701510362	6.07921574528711	7.42032436724095	-1.25699062042732	1.0301885918852e-09	1.1054655504901e-08
"chr4"	152533713	152534113	401	"*"	6.40926357191826	5.39533515753745	6.99883915440644	-1.45969611378656	1.0321145706983e-09	1.10710937894721e-08
"chr5"	1763706	1764106	401	"*"	6.24690077878208	5.1408255243019	6.86555657692374	-1.54554671432609	1.03908725491735e-09	1.11376861443657e-08
"chr13"	41548800	41549200	401	"*"	6.70883038211783	5.82144920819942	7.25421114580597	-1.32707474270213	1.03911562967225e-09	1.11376861443657e-08
"chr22"	50417995	50418395	401	"*"	6.97620241889768	6.17539359618724	7.48814881262972	-1.22710612987187	1.03993338831173e-09	1.11422001059655e-08
"chr2"	109618377	109618777	401	"*"	6.88343365485263	6.0608206038867	7.40406518000247	-1.25890327783786	1.04510836410817e-09	1.11933775344609e-08
"chr5"	156454072	156454472	401	"*"	6.34789689963282	5.30513038611295	6.94683774813245	-1.48874427140514	1.04645857547868e-09	1.12035673631565e-08
"chr8"	41801631	41802031	401	"*"	6.6277579728417	5.70862990761	7.18472337369381	-1.36394774354098	1.06077421026946e-09	1.13525066244191e-08
"chr10"	23370811	23371211	401	"*"	5.96677325877835	4.67357042802763	6.63757358335276	-1.70658603211067	1.06545206917533e-09	1.13982273340985e-08
"chr7"	152038470	152038870	401	"*"	6.72308328454484	5.84287567006756	7.26579773102212	-1.31904345039485	1.06990157564194e-09	1.14414712464823e-08
"chr12"	48080430	48080830	401	"*"	6.07110275632012	4.87435283997387	6.71610621100575	-1.62654374217497	1.07086261754623e-09	1.14473909873388e-08
"chr11"	133900801	133901201	401	"*"	6.37727136996876	5.29034496030439	6.99008315085098	-1.53364601845677	1.07157859684368e-09	1.14506875318104e-08
"chr10"	121176389	121176789	401	"*"	6.97430222341438	6.17510028889503	7.48560125652331	-1.23132867261747	1.07604056669527e-09	1.1493995300445e-08
"chr10"	123811156	123811556	401	"*"	6.53894937447449	5.57363212954	7.11216316411023	-1.41327776410307	1.08762268806668e-09	1.16132969121464e-08
"chr22"	39120941	39121341	401	"*"	6.33244297993897	5.27415498997081	6.93632297736882	-1.50086620705928	1.09184672644779e-09	1.16539703974536e-08
"chr10"	72300232	72300632	401	"*"	5.8642222163987	4.54751090906616	6.54098697179807	-1.72577488814713	1.09843426426472e-09	1.17198305301895e-08
"chr22"	39114415	39114815	401	"*"	6.69935113154918	5.79969972366686	7.24925069039454	-1.34447242521714	1.10360284672405e-09	1.17705067475394e-08
"chr12"	125477355	125477755	401	"*"	6.53718857317949	5.56098345617125	7.11413142701674	-1.42222643598542	1.11093985446608e-09	1.18442631239148e-08
"chr6"	26026470	26026870	401	"*"	8.04761835258235	7.547624204705	8.41821827855794	-0.847673814226188	1.11167286107388e-09	1.18475818232733e-08
"chr13"	96356753	96357153	401	"*"	6.15162669276771	5.0141076726265	6.77966247311122	-1.57594625234731	1.11521484016338e-09	1.18808230962115e-08
"chr1"	150022554	150022954	401	"*"	6.55230737091734	5.59922633982524	7.12128489116968	-1.39818994585766	1.11884093612912e-09	1.19130078525515e-08
"chr20"	49410115	49410515	401	"*"	7.03636769514429	6.23387305870108	7.54899215978282	-1.23950818136061	1.11908403242386e-09	1.19130078525515e-08
"chr10"	8562340	8562740	401	"*"	6.02348040235767	4.81015680514991	6.67307385736721	-1.64436337193631	1.12372530453903e-09	1.19578844622784e-08
"chr3"	48693489	48693889	401	"*"	6.81787577239226	5.95576465936343	7.35378247344464	-1.30478735615962	1.12467962543785e-09	1.19635080338605e-08
"chr14"	101121117	101121517	401	"*"	6.33450914569641	5.27345057422025	6.93926344208289	-1.50406519677187	1.12616456764973e-09	1.19747695681241e-08
"chr15"	75824729	75825129	401	"*"	6.08459232120264	4.89526772111876	6.7275174060278	-1.61892566703948	1.12750431002632e-09	1.19844792211765e-08
"chr13"	46758526	46758926	401	"*"	7.31791865253381	6.66087428964388	7.76769003293512	-1.05789447751956	1.14410794848994e-09	1.2156363312e-08
"chr5"	149338858	149339258	401	"*"	6.53671715439279	5.53410741718266	7.12254851949564	-1.45362994056618	1.14689010302424e-09	1.21813170753345e-08
"chr4"	85499708	85500108	401	"*"	6.56447576275917	5.59866406137539	7.13785972279532	-1.4066338624462	1.15449444062108e-09	1.22574498565261e-08
"chr19"	46273406	46273806	401	"*"	7.89287112308374	7.36213817670376	8.28000976619086	-0.886431812801363	1.15510531267412e-09	1.22593024363257e-08
"chr3"	52854775	52855175	401	"*"	8.28954427730432	7.84012880979649	8.63171268865657	-0.773449258444297	1.16522120619504e-09	1.23619937105881e-08
"chr1"	234225142	234225542	401	"*"	6.62991512967089	5.68550874850384	7.19585995039141	-1.38871317276003	1.166122988063e-09	1.23668905638557e-08
"chr7"	90225407	90225807	401	"*"	6.45698069697414	5.46645768654924	7.0387703163099	-1.43389495712135	1.16737002030464e-09	1.23717582726259e-08
"chr7"	135020421	135020821	401	"*"	6.78530956003511	5.92608229376565	7.32012047460391	-1.29456556084905	1.16746275516076e-09	1.23717582726259e-08
"chr11"	47182931	47183331	401	"*"	7.92719907920089	7.39193051650492	8.31673261694503	-0.890899233747408	1.17091371362887e-09	1.24036496821176e-08
"chr17"	73779429	73779829	401	"*"	7.23785325135559	6.55387621368445	7.69996105168097	-1.09240954894461	1.17136821248272e-09	1.24037871063992e-08
"chr1"	238064559	238064959	401	"*"	7.31128311611337	6.61207186329214	7.78022207887964	-1.10701668889539	1.17934642752412e-09	1.24835641252582e-08
"chr10"	22299853	22300253	401	"*"	6.30435777301994	5.24201992556487	6.90951501964507	-1.50718405006254	1.18023713907957e-09	1.24882869861252e-08
"chr7"	151451143	151451543	401	"*"	8.70717602217051	8.32835713718694	9.00692830938469	-0.668583902499354	1.19516286354324e-09	1.26414572008736e-08
"chr8"	120886636	120887036	401	"*"	6.33487181465245	5.28964840723859	6.93459915660109	-1.48784313050096	1.2023193627257e-09	1.27123665250482e-08
"chr1"	209775377	209775777	401	"*"	6.65167990596644	5.69623989688192	7.22147789129334	-1.40316720055051	1.21255803331273e-09	1.28157986568301e-08
"chr2"	113448432	113448832	401	"*"	6.30817855343472	5.22608448447596	6.91949947286016	-1.52513066195799	1.21406577564197e-09	1.28269085502481e-08
